STATE,CITY,US REGION,US DISTRICT,AIRPORT CODE(S),AIRPORT DISTANCE (MI),MONTH,DATES,EVENT NAME,EVENT TYPE,EVENT URL,EVENT DESC URL 1,EVENT DESC URL 2,ANNIV/START YEAR,REVIEWS 1,REVIEWS - SOCIAL,WHAT TO DO?,EVENT DESC (1 SC),GOOD 4 KIDS?,ADMISSION (FREE/FEE),FEE DETAIL,TICKET LINK 1,TICKET LINK 2,WEBSITE CALIBER,LOC ATTR 1 - FOOD,ATTR 1 URL,LOC ATTR 2 - LEARN,ATTR 2 URL,LOC ATTR 3 - ACTIVE,ATTR 3 URL,LOC ATTR 4 - ARTS,ATTR 4 URL,CVB Contact,TOWN FUN FACT,EVENT URL,1ST EVENT THEME,EVENT MONTH COUNT,SEASON,Outreach dates,Last contact,Committed for Partner Portal,Commitment Comments,EVENT CONTACT NAME,PRIMARY EVENT CONTACT INFO,EVENT CONTACT INFO,CREDENTIALS SENT?,FOLLOW UP TO CREDENTIALS,TARGET DEMOGRAPHIC,EVENT COST,NEAREST AIRPORT,SECONDARY AIRPORT,MILES TO NEAREST AIRPORT,MILES TO SECOND AIRPORT,MASS TRANSIT AVAILABLE,EVENT URL JUN 7 2020
Maryland,Ocean City,South,South Atlantic,SBY,29,Sept,Late Sept,Sunfest,"Community, Food/Beer/Wine, Music",http://ococean.com/sunfest,http://ococean.com/sunfest,,Founded in 1975. 44th annual in 2018.,,Not Found,"A&E, TASTEBUDS","Enjoy four fun-filled days of arts and crafts, delicious food, hayrides, kids activities and musical entertainment. Plus, Sunfest hosts big musical headliners every year!",YES,FREE,$0 event general.,,,GOOD,,,,,,,,,,,http://ococean.com/sunfest,A&E,4,SPRING,1/16/2018,,,,"Special Event Coordinator, Ocean City",bmoore@oceancitymd.gov,"bmoore@oceancitymd.gov,",,,,,,,,,,http://ococean.com/sunfest
Maryland,St. Michaels,South,South Atlantic,"SBY, BWI","65, 71",Apr/Oct,Late Apr + Late Oct,WineFest at St. Michaels,Food/Beer/Wine Festival,http://www.winefestatstmichaels.com/,http://www.winefestatstmichaels.com/,http://www.winefestatstmichaels.com/faq.html,,https://www.facebook.com/events/283309549134300/,https://www.facebook.com/Winefest,TASTEBUDS,"WineFest at St Michaels is the premier international wine tasting event in Maryland, enjoy hundreds of domestic and international wines, delicious gourmet foods and a relaxing stroll through beautiful St Michaels. Discover new wines and revisit those hard to find favorites from last year. Tickets include unlimited wine tastings and come with a souvenir WineFest at St Michaels tasting glass. WineFest supports charities who are actively devoted to helping the community.",NO,FEE,$50 event general (Designated driver tickets Free 2018). $135 event premium 2018.,http://www.winefestatstmichaels.com/tickets.html,https://www.localwineevents.com/tickets/i_want/727120/Wine-Cellarbration-presented-by-WineFest-at-St-Michaels,GOOD,,,,,,,,,,,http://www.winefestatstmichaels.com/,TAS,6,SPRING,"2/4/2016, 4/29/2016, 6/29/2016, 9/26/2016, 11/1/2016, 11/28/2016, 2/13/2017, 11/1/2017, 2/6/2018",3/29/2018,PENDING,2/6/18 sent partner handout to Jon Schmitt,"Jon Schmitt, Laura Schmitt (Sponsorship)",,"Winefeststmichaels@gmail.com, 301‐520-0155 (George Wilson), lcschmitt@outlook.com",,,,,,,,,,http://www.winefestatstmichaels.com/
Maryland,West Friendship,South,South Atlantic,"BWI, DCA","24, 47",Jul,Late Jul,Howard County Pow-Wow and American Indian Show and Festival,,https://www.crazycrow.com/site/event/howard-county-american-indian-pow-wow/,https://www.crazycrow.com/site/event/howard-county-american-indian-pow-wow/,,Founded in 1994. 26th annual in 2019.,,Not Found,"LEARN, A&E","Native American Dancers in regalia (American Indian outfits) will dance/drum daily. Fun activities for children and adults include a make it and take it booth, face painting, and storytelling.",YES,FEE,$10 event general (general admission + kids discounts + kids under 2 free).,https://www.crazycrow.com/site/event/howard-county-american-indian-pow-wow/,,FAIR,,,,,,,,,,,https://www.crazycrow.com/site/event/howard-county-american-indian-pow-wow/,LEA,10,FALL,,,,,,,,,,,,,,,,,https://www.crazycrow.com/site/event/howard-county-american-indian-pow-wow/
Maryland,Westminster,South,South Atlantic,"BWI, HGR","38, 47",Sept/Oct,Late Sept/Mid Oct,Maryland Wine Festival,Wine Festival,http://www.marylandwine.org/mwf/,http://www.marylandwine.org/mwf/,http://www.marylandwine.org/mwf/,Founded in 1984. 35th annual in 2018.,,https://www.facebook.com/marylandwine,TASTEBUDS,"Enjoy 150+ wines for sampling, The Maryland Cheese Pavilion, Juried Crafts, Fabulous Food, Live Entertainment and more at the 35th annual Maryland Wine Festival!",YES,FEE,$15 - $50 event general (kids under 12 free 2018).,https://www.mt.cm/maryland-wine-festival-1,,GOOD,,,,,,,,,,,http://www.marylandwine.org/mwf/,TAS,4,SPRING,"9/19/2016, 10/31/2016, 11/21/2016, 2/13/2017, 11/1/2017, 12/15/2017",,,,"Dana Wachter (Event Coordinator), Carroll County Farm Museum, Carroll County Maryland Office of Tourism",dwachter@ccg.carr.org,"1-800-654-4645 or 410-386-3880, ccfarm@ccg.carr.org, 410-384-6060, dwachter@ccg.carr.org",,,All Ages,$30 Gen admission; $65 VIP tent; $20 designated driver,BWI,HGR,,,,http://www.marylandwine.org/mwf/
Mississippi,Jackson,South,East South Central,JAN,12,Mar,Late Mar,Celtic Fest Mississippi,,http://celticfestms.org/wp/,http://celticfestms.org/wp/?page_id=127,https://www.facebook.com/CelticFestMS/,Founded in 1992.,,https://www.facebook.com/CelticFestMS/,"LEARN, ACTIVE, A&E","The festival features something for everyone including the largest Céilí (KayLee) social dance in the South, a vendor village, Highland Games demonstrations & audience participation, live animals, blacksmith demonstrations, SCA reenactors The Shire of Iron Ox, the only Whiskey Tasting in Jackson and more.",YES,FEE,$5-$16 event general (general admission + discounted kids prices + kids under 2 free).,http://celticfestms.org/wp/,,GOOD,celticfestms@gmail.com,celticfestms.org/wp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://celticfestms.org/wp/
Mississippi,Jackson,South,East South Central,JAN,12,Aug,Mid Aug,Mississippi Book Festival,"Arts, Cultural Festival",http://msbookfestival.com/,https://msbookfestival.com/about/festival,http://msbookfestival.com/,Founded in 2015.,,https://www.facebook.com/msbookfest/,"LEARN, A&E","a book lover’s playground with hundreds of visiting authors, panel discussions, book signings, booksellers, Capitol tours, food trucks and family-friendly activities.",YES,FREE,$0 event general.,,,GOOD,,,,,,,,,,,http://msbookfestival.com/about/staff-board,LEA,2,WINTER,1/2/2018,,,,Holly Lange (Exec Dir),holly@msbookfestival.com,"769.717.2648, info@msbookfestival.com, holly@msbookfestival.com",,,,,,,,,,http://msbookfestival.com/
Mississippi,Mize,South,East South Central,"PIB, JAN","53, 60",Jul,Mid/End Jul,Mississippi Watermelon Festival,Food Festival,http://www.mswatermelonfestival.com/,http://www.mswatermelonfestival.com/,https://mswatermelonfestival.com/about-us,Founded in 1975. 40th annual in 2018.,"https://www.google.co.za/search?q=Mississippi+Watermelon+Festival&rlz=1C1CHFX_enZA772ZA773&oq=Mississippi+Watermelon+Festival&aqs=chrome..69i57.224j0j7&sourceid=chrome&ie=UTF-8#lrd=0x8882c4ce4126bf3f:0xe6457e4d90070d75,1,,,",https://www.facebook.com/MSWatermelonFestival,TASTEBUDS,"Enter our biggest watermelon contest, enjoy the entertainment, or indulge in some of the best food around. Remember there is always all the FREE Watermelon that you can eat! There's always something to do at our festival.",YES,FEE,$3 - $10 event general. (general admission + $30 5k run 2018).,http://www.mswatermelonfestival.com/,,GOOD,,,,,,,,,,,http://www.mswatermelonfestival.com/,TAS,1,WINTER,"11/30/2015, 12/15/15, 4/27/2016, 6/23/2016, 9/26/2016, 10/31/2016, 11/28/2016, 2/13/2017, 11/1/2017",,,,,,"mswatermelonfestival@gmail.com, (877) 790-9722, Contact us form on website",,,,,,,,,,http://www.mswatermelonfestival.com/
Mississippi,Natchez,South,East South Central,"AEX, BTR","82, 86",Mar/Apr,Mid Mar/Mid Apr,Natchez Spring Pilgrimage,"Cultural, Heritage",https://natchezpilgrimage.com/spring-pilgrimage/,https://natchezpilgrimage.com/spring-pilgrimage/,https://natchezpilgrimage.com/about/,Not found,,Not found,LEARN,a month-long series of historic antebellum house tours and events — is the city’s top tourism draw and one that seems to get bigger and better every year.,YES,FEE,$15 - $45 event general (kids under 12 are free 2018).,https://shopnatchezpilgrimage.com/,http://visitmississippi.org/event/natchez-spring-pilgrimage-historic-home-tours/,GOOD,,,,,,,,,,,http://www.natchezpilgrimage.com/,LEA,4,SPRING,"10/24/2016, 11/7/2016, 12/8/2016, 1/3/2017",1/3/2017,PENDING - follow up when site live,11/7 - Nikki responded and said she will take a look when back in office; 10/24 - Nikki replied and I sent her partnership handout,Nikki Ware-Norman (Office admin),info@natchezpilgrimage.com,"(601) 446-6631, Contact form on site, tickets@natchezpilgrimage.com, info@natchezpilgrimage.com, 601-445-6101 (Nikki)",,,,,,,,,,https://natchezpilgrimage.com/spring-tours/
Mississippi,Oxford,South,East South Central,"TUP, MEM","47, 68",Mar,Late Mar,Oxford Conference for the Book,"Arts, Cultural Festival",https://oxfordconferenceforthebook.com/,https://oxfordconferenceforthebook.com/attend/,https://oxfordconferenceforthebook.com/schedule/,Founded in 1993. 26th annual in 2019.,,https://www.facebook.com/OxfordConferencefortheBook/,"LEARN, A&E","for a celebration of books, readings, and conversations on a wide range of topics, including political history, the desegregation of public libraries, the Latino experience in the South, the Bohemian South, the fight in Tennessee to ratify the 19th Amendment, radical foodways, and Affrilachian poets and their legacy, among others.",YES,FREE,$0 event general.,,,GOOD,,,,,,,,,,,"http://southernstudies.olemiss.edu/events/conference-for-the-book/, http://oxfordconferenceforthebook.com/",LEA,1,WINTER,1/2/2018,,,,"Becca Walton (Assoc Dir for Projects), Ted Ownby (Director CSSC), Center for the Study of Southern Culture","rwalton@olemiss.edu, hsownby@olemiss.edu","cssc@olemiss.edu, 662.915.5993, 662-915-3363 (Becca Walton), 662-915-5993 (Ted Ownby), rwalton@olemiss.edu, hsownby@olemiss.edu",,,,,,,,,,https://oxfordconferenceforthebook.com/
Mississippi,Ridgeland,South,East South Central,JAN,17,Apr,Early Apr,Ridgeland Fine Arts Festival,Arts,http://www.ridgelandartsfest.com/,http://www.ridgelandartsfest.com/,https://www.ridgelandartsfest.com/festival-activities/,Founded in 2009. 11th annual in 2019.,,https://www.facebook.com/RidgelandFineArtsFestival/,A&E,100 of American's finest artists in a relaxed outdoor setting with live music stages and a host of children's activities. Meet talented artists and enjoy the music while you sip and savor fine wines and cuisines at the Sante South Wine Festival. There's also the Run Now Wine Later 5K. And round out the weekend with the exciting new Cheers and Gears Bike Ride to enjoy Ridgeland's nationally-recognized cycling paths including routes along the historic Natchez Trace Parkway!,YES,FREE,$0 event general (2018).,,,GOOD,,,,,,,,,,,http://www.ridgelandartsfest.com/,A&E,9,SUMMER,"12/8/2016, 2/13/2017, 11/1/2017, 1/8/2018, 2/14/2018, 3/22/2018",3/23/2018,YES,1/8/18 sent partner handout to Kelly,"Shirley Williams (Volunteers), Kelly Mott (Digital Comm/Mktg - Ridgeland Tourism Commission)",kmott@visitridgeland.com,"601.605.5251 (Kelly), swilliams@visitridgeland.com, 601.605.5252 (Mary), 601.605.5252 (Shirley), kmott@visitridgeland.com",YES,,,,,,,,,http://www.ridgelandartsfest.com/
Mississippi,Starkville,South,East South Central,"GTR, JAN","20, 121",Mar,Late Mar,Charles Templeton Ragtime Jazz Festival,Music Festival,http://library.msstate.edu/festival,https://festival.library.msstate.edu/about/,http://library.msstate.edu/festival,Founded in 2007. 12th annual in 2018.,,https://www.facebook.com/Charles-Templeton-Ragtime-Jazz-Festival-172570902770924/,A&E,"A blend of major concerts, mini-concerts, seminars and tours of the Music Museum at Mississippi State.",NA,FEE,No $ available for non-MSU students. Free for MSU students.,http://library.msstate.edu/festival,,FAIR,,,"Ulysses S. Grant Presidential Library, Heritage Museum","http://www.usgrantlibrary.org/, http://oktibbehaheritagemuseum.com/wordpress/",McKee Park,http://starkvilleparks.com/facilities/mckee-park/,,,https://www.starkville.org/about/boards-committees/cvb-board/,"Starkville is the birth place of Jerry Rice - (born 1962), football star and NFL wide receiver.",http://library.msstate.edu/festival,A&E,1,WINTER,,,,,Lynda Graham,"smccullough@library.msstate.edu, lgraham@library.msstate.edu","662-325-6634, smccullough@library.msstate.edu, lgraham@library.msstate.edu",,,,,,,,,,http://library.msstate.edu/festival
North Carolina,Asheville,South,South Atlantic,"AVL, TRI","17, 76",Aug,Early Aug,Asheville Comedy Festival,Comedy Festival,https://ashevillecomedyfestival.com/,https://ashevillecomedyfestival.com/faq,https://ashevillecomedyfestival.com/,,,,A&E,,,,,,,,"Battery Park Book Exchange & Champagne Bar, Foothills Butcher Bar, Asheville Food Trucks","http://batteryparkbookexchange.com/, http://foothillslocalmeats.com/butcher-bar-west-asheville/, http://www.ashevillefoodtrucks.com/","Biltmore Estate (Vanderbilt family home), Blue Ridge National Historic Area (Appalachian traditions)","https://www.biltmore.com/, http://www.blueridgeheritage.com/","Pisgah National Forest, North Carolina Arboretum, Western North Carolina Nature Center, Sliding Rock Natural Waterslide","https://www.fs.usda.gov/recarea/nfsnc/recarea/?recid=48114, https://www.ncarboretum.org/, http://www.wncnaturecenter.com/, https://www.exploreasheville.com/stories/post/sliding-rock-natural-waterslide/","Penland School of Crafts, Woolworth Walk, Asheville Pinball Museum, Historic Grovewood Village, River Arts District","https://penland.org/, http://www.woolworthwalk.com/, http://ashevillepinball.com/, https://www.grovewood.com/, http://www.riverartsdistrict.com/",https://www.exploreasheville.com/contact-us/,The land where Asheville now exists lay within the boundaries of the Cherokee Nation.,https://ashevillecomedyfestival.com/,A&E,11,FALL,2/28/2018,2/28/2018,,,,,"laughyourashevilleoff3@gmail.com, laughyourashevilleoff3@gmail.com",,,,,,,,,,https://ashevillecomedyfestival.com/
North Carolina,Asheville,South,South Atlantic,"AVL, TRI","17, 76",Jul,Late Jul,Asheville Yoga Festival,,https://www.ashevilleyogafestival.com/,https://www.loveshineplay.com/happenings,https://www.loveshineplay.com/faq-1,Founded in 2014. 6th annual in 2019.,,https://www.facebook.com/AshevilleYogaFestival/,ACTIVE,"Features 30 presenters and 70+ offerings downtown, including yoga, music, outdoor activities, and unique health & wellness experts (fees). Vendor Village at Pack Square Park on Friday-Sunday is free with slackline park, music, art, body care and organic food.",NA,FEE,$7 - $130 event general (tickets and passes for individual classes and events + extra fees 2018). $330 - $430 event premium (3 or 4 day passes + extra fees 2018).,https://www.ashevilleyogafestival.com/tickets,https://www.eventbrite.com/e/2018-asheville-yoga-festival-tickets-36700544316?aff=eac2#tickets,GOOD,,,,,,,,,,,https://www.ashevilleyogafestival.com/,ACT,5,SPRING,,,,,,,amanda@ashevilleyogafestival.com,,,,,,,,,,https://www.ashevilleyogafestival.com/
North Carolina,Asheville,South,South Atlantic,"AVL, TRI","17, 76",Jul,Late Jul,Gran Fondo Bike Race,,https://www.granfondonationalseries.com/gran-fondo-asheville/,https://www.granfondonationalseries.com/gran-fondo-asheville/,https://www.granfondonationalseries.com/gfns-routes,Founded in 2015. 4th annual in 2018.,,https://www.facebook.com/gfncs/,ACTIVE,"Road cyclists will take in the natural beauty of Western North Carolina as they cruise along a well-marked course with the option to push themselves for brief timed periods, competing to win. Beginner and avid cyclists alike will find challenging rides to meet their individual goals with courses covering 30-, 60- and 100-mile journeys. Gran Fondo Asheville is a part of the Gran Fondo National Series.",,,,,,,,,,,,,,,,,https://www.granfondonationalseries.com/gran-fondo-asheville/,ACT,5,SPRING,,,,,,,,,,,,,,,,,https://www.granfondonationalseries.com/gran-fondo-asheville/
North Carolina,Asheville,South,South Atlantic,"AVL, TRI","17, 76",Aug,Early Aug,Mountain Dance and Folk Festival,,https://folkheritage.org/asheville-events/mountain-dance-and-folk-festival/,https://folkheritage.org/asheville-events/mountain-dance-and-folk-festival/,,Founded in 1928. 91st annual in 2018.,,https://www.facebook.com/ShindigontheGreen.MountainDanceandFolkFestival/,A&E,"this three-day event showcases the best of the region’s traditional and old-time musicians, ballad singers, mountain dance groups and cloggers.",YES,FEE,$20 event general (general admission + discounted prices students/kids + extra fees + kids under 6 free 2018). $45 event premium (ticket for all 3 nights 2018).,https://folkheritage.org/asheville-events/mountain-dance-and-folk-festival/,https://www.eventbrite.com/e/mountain-dance-folk-festival-2018-tickets-45236653047#,GOOD,,,,,,,,,,,https://folkheritage.org/asheville-events/mountain-dance-and-folk-festival/,A&E,1,WINTER,,,,,,,info@folkheritage.org,,,,,,,,,,https://folkheritage.org/asheville-events/mountain-dance-and-folk-festival/
North Carolina,Asheville,South,South Atlantic,"AVL, TRI","17, 76",Aug,Mid Aug,RiverFest & Anything That Floats Parade,,https://riverlink.org/get-involved/specialevents/afp/,https://riverlink.org/get-involved/special-events/afp/,,Founded in 1999.,,https://www.facebook.com/RiverFestAVL/,ACTIVE,"The Anything That Floats Parade is where people from all walks of life come and express their creativity on the river. Teams work together to create all sorts of river vessels; some simple, some elaborate, some made from recycled materials, and others made with lots of flair.",YES,FREE,$0 event general.,,,GOOD,,,,,,,,,,,https://riverlink.org/get-involved/specialevents/afp/,ACT,10,FALL,,,,,,,suzanne@riverlink.org,,,,,,,,,,https://riverlink.org/get-involved/specialevents/afp/
North Carolina,Asheville,South,South Atlantic,"AVL, TRI","17, 76",Sep,Early Sep,RiverLink’s RiverMusic,,https://riverlink.org/get-involved/specialevents/rivermusic/,https://riverlink.org/get-involved/special-events/riverfest/,,Founded in 2012.,,https://www.facebook.com/rivermusicavl/,A&E,"Over the years RiverMusichas brought thousands of people down to the banks of the French Broad River to enjoy live music, local beer, food, and sunsets over the third oldest river in the world.",YES,FREE,$0 event general.,,,GOOD,,,,,,,,,,,https://riverlink.org/get-involved/specialevents/rivermusic/,A&E,7,SUMMER,,,,,,,suzanne@riverlink.org,,,,,,,,,,https://riverlink.org/get-involved/specialevents/rivermusic/
